Number of words,1917163
Number of unique words,15608
Average word frequency,122.832073
Entropy,6.701858

Word,Frequency,Proportion,Entropy Term
natural,51,0.000027,0.000280
montana,18,0.000009,0.000109
kicks,6,0.000003,0.000040
awareness,19,0.000010,0.000114
gains,10,0.000005,0.000063
easiest,6,0.000003,0.000040
percentage,12,0.000006,0.000075
dimmed,3,0.000002,0.000021
proceedings,12,0.000006,0.000075
newark,21,0.000011,0.000125
harshly,7,0.000004,0.000046
worded,6,0.000003,0.000040
rebuke,5,0.000003,0.000034
whatsoever,10,0.000005,0.000063
aaa,23,0.000012,0.000136
negative,68,0.000035,0.000363
slant,3,0.000002,0.000021
tenure,5,0.000003,0.000034
succeeded,4,0.000002,0.000027
wendys,26,0.000014,0.000152
editing,3,0.000002,0.000021
scored,16,0.000008,0.000098
bitch,28,0.000015,0.000163
edge,24,0.000013,0.000141
embarrassment,22,0.000011,0.000131
resigning,37,0.000019,0.000210
hiked,3,0.000002,0.000021
hiking,29,0.000015,0.000168
hike,34,0.000018,0.000194
pollsters,9,0.000005,0.000058
sodom,12,0.000006,0.000075
gomorrah,7,0.000004,0.000046
priests,13,0.000007,0.000081
georgetown,8,0.000004,0.000052
dumped,25,0.000013,0.000147
psychological,16,0.000008,0.000098
vegetable,13,0.000007,0.000081
poke,8,0.000004,0.000052
inquiry,5,0.000003,0.000034
virtually,12,0.000006,0.000075
extreme,23,0.000012,0.000136
grounded,9,0.000005,0.000058
boulevard,13,0.000007,0.000081
impeachable,4,0.000002,0.000027
dresser,3,0.000002,0.000021
hustler,11,0.000006,0.000069
flynt,17,0.000009,0.000103
fortune,46,0.000024,0.000255
airing,16,0.000008,0.000098
assigned,8,0.000004,0.000052
wander,9,0.000005,0.000058
haggard,29,0.000015,0.000168
rum,3,0.000002,0.000021
pushed,15,0.000008,0.000092
kidnapping,5,0.000003,0.000034
twoyear,12,0.000006,0.000075
rahm,38,0.000020,0.000215
emanuel,37,0.000019,0.000210
conscience,10,0.000005,0.000063
hinting,12,0.000006,0.000075
forgetful,3,0.000002,0.000021
wondered,9,0.000005,0.000058
squeaky,7,0.000004,0.000046
limiting,4,0.000002,0.000027
length,9,0.000005,0.000058
zone,33,0.000017,0.000189
batter,6,0.000003,0.000040
playoffs,21,0.000011,0.000125
electronic,38,0.000020,0.000215
masks,30,0.000016,0.000173
copies,44,0.000023,0.000245
pornographic,6,0.000003,0.000040
demonstrators,15,0.000008,0.000092
jo,3,0.000002,0.000021
bulgaria,12,0.000006,0.000075
chocolates,8,0.000004,0.000052
signature,10,0.000005,0.000063
fatwa,8,0.000004,0.000052
suspend,9,0.000005,0.000058
gallery,4,0.000002,0.000027
hugs,5,0.000003,0.000034
dealership,8,0.000004,0.000052
crossed,18,0.000009,0.000109
pundit,22,0.000011,0.000131
genius,38,0.000020,0.000215
farewell,37,0.000019,0.000210
somebodys,25,0.000013,0.000147
afterward,5,0.000003,0.000034
portugal,7,0.000004,0.000046
shutting,28,0.000015,0.000163
governments,64,0.000033,0.000344
deadbeat,3,0.000002,0.000021
brotherinlaw,9,0.000005,0.000058
kosovo,54,0.000028,0.000295
cheer,17,0.000009,0.000103
chris,427,0.000223,0.001873
ribs,10,0.000005,0.000063
tacos,3,0.000002,0.000021
enchiladas,3,0.000002,0.000021
rehabilitation,5,0.000003,0.000034
minneapolis,9,0.000005,0.000058
assets,19,0.000010,0.000114
chaos,22,0.000011,0.000131
hers,10,0.000005,0.000063
nashville,23,0.000012,0.000136
roller,7,0.000004,0.000046
guessing,33,0.000017,0.000189
everglades,4,0.000002,0.000027
swamp,15,0.000008,0.000092
circulating,21,0.000011,0.000125
liposuction,7,0.000004,0.000046
redskins,22,0.000011,0.000131
padres,6,0.000003,0.000040
bribe,35,0.000018,0.000199
cancel,55,0.000029,0.000300
oclock,5,0.000003,0.000034
suck,31,0.000016,0.000178
mascot,10,0.000005,0.000063
elusive,4,0.000002,0.000027
negotiators,5,0.000003,0.000034
literally,60,0.000031,0.000325
negotiating,21,0.000011,0.000125
ploy,4,0.000002,0.000027
bounds,3,0.000002,0.000021
weighed,25,0.000013,0.000147
boo,17,0.000009,0.000103
geek,6,0.000003,0.000040
sword,13,0.000007,0.000081
clubhouse,3,0.000002,0.000021
yankees,66,0.000034,0.000354
torre,7,0.000004,0.000046
swept,13,0.000007,0.000081
darned,4,0.000002,0.000027
gravitational,4,0.000002,0.000027
fantastic,67,0.000035,0.000359
glenns,3,0.000002,0.000021
klingons,3,0.000002,0.000021
paperwork,13,0.000007,0.000081
properly,15,0.000008,0.000092
louisiana,66,0.000034,0.000354
overturned,17,0.000009,0.000103
conservatives,49,0.000026,0.000270
engineers,5,0.000003,0.000034
smell,31,0.000016,0.000178
marketing,10,0.000005,0.000063
jackets,6,0.000003,0.000040
racing,5,0.000003,0.000034
stripes,5,0.000003,0.000034
replacing,40,0.000021,0.000225
glitch,3,0.000002,0.000021
struggled,5,0.000003,0.000034
grandpa,10,0.000005,0.000063
schumer,19,0.000010,0.000114
laura,128,0.000067,0.000642
giveaway,7,0.000004,0.000046
rely,13,0.000007,0.000081
handouts,6,0.000003,0.000040
nailed,19,0.000010,0.000114
taxpayers,47,0.000025,0.000260
munster,4,0.000002,0.000027
slaves,10,0.000005,0.000063
sally,5,0.000003,0.000034
results,115,0.000060,0.000583
proving,24,0.000013,0.000141
unexpected,5,0.000003,0.000034
midterm,26,0.000014,0.000152
africanamerican,65,0.000034,0.000349
churches,10,0.000005,0.000063
naacp,33,0.000017,0.000189
mc,11,0.000006,0.000069
blimp,5,0.000003,0.000034
ticker,5,0.000003,0.000034
believable,10,0.000005,0.000063
filthy,7,0.000004,0.000046
initiatives,3,0.000002,0.000021
partied,3,0.000002,0.000021
saves,6,0.000003,0.000040
consultant,13,0.000007,0.000081
contested,9,0.000005,0.000058
vicious,15,0.000008,0.000092
endorsement,131,0.000068,0.000655
delicious,15,0.000008,0.000092
bubble,12,0.000006,0.000075
wrap,16,0.000008,0.000098
ethnic,18,0.000009,0.000109
pataki,9,0.000005,0.000058
wrestlers,4,0.000002,0.000027
cheatin,3,0.000002,0.000021
wrestler,12,0.000006,0.000075
ventura,44,0.000023,0.000245
nowis,3,0.000002,0.000021
legalize,64,0.000033,0.000344
weighs,12,0.000006,0.000075
intended,22,0.000011,0.000131
propositions,7,0.000004,0.000046
prop,6,0.000003,0.000040
booths,7,0.000004,0.000046
medicinal,6,0.000003,0.000040
addresses,12,0.000006,0.000075
defeat,53,0.000028,0.000290
threeway,13,0.000007,0.000081
governorship,5,0.000003,0.000034
wrestling,36,0.000019,0.000204
demonstrate,15,0.000008,0.000092
bouncing,6,0.000003,0.000040
comeback,30,0.000016,0.000173
performs,3,0.000002,0.000021
keys,41,0.000021,0.000230
inner,26,0.000014,0.000152
grocery,11,0.000006,0.000069
losses,12,0.000006,0.000075
kinkos,7,0.000004,0.000046
copying,9,0.000005,0.000058
orgy,3,0.000002,0.000021
midnight,33,0.000017,0.000189
surfing,7,0.000004,0.000046
predicted,31,0.000016,0.000178
hulk,14,0.000007,0.000086
regret,14,0.000007,0.000086
gig,23,0.000012,0.000136
spells,6,0.000003,0.000040
livingston,6,0.000003,0.000040
questionnaire,8,0.000004,0.000052
jiggy,8,0.000004,0.000052
watchers,4,0.000002,0.000027
grabs,9,0.000005,0.000058
wizard,14,0.000007,0.000086
oz,23,0.000012,0.000136
rereleased,3,0.000002,0.000021
theaters,19,0.000010,0.000114
magic,44,0.000023,0.000245
tin,3,0.000002,0.000021
stiff,27,0.000014,0.000157
duet,5,0.000003,0.000034
mid,4,0.000002,0.000027
parachute,8,0.000004,0.000052
june,63,0.000033,0.000339
farther,7,0.000004,0.000046
blessing,6,0.000003,0.000040
governorelect,6,0.000003,0.000040
backlash,7,0.000004,0.000046
godfather,9,0.000005,0.000058
therapy,10,0.000005,0.000063
arteries,11,0.000006,0.000069
nominees,32,0.000017,0.000184
fires,38,0.000020,0.000215
nip,6,0.000003,0.000040
bud,22,0.000011,0.000131
dough,21,0.000011,0.000125
nfl,45,0.000023,0.000250
mass,156,0.000081,0.000766
destruction,116,0.000061,0.000588
sarin,3,0.000002,0.000021
diana,10,0.000005,0.000063
slut,9,0.000005,0.000058
wal,3,0.000002,0.000021
mart,3,0.000002,0.000021
sawyer,21,0.000011,0.000125
arranging,5,0.000003,0.000034
titles,18,0.000009,0.000109
catcher,9,0.000005,0.000058
literary,4,0.000002,0.000027
pamphlet,3,0.000002,0.000021
sevenfigure,3,0.000002,0.000021
sums,8,0.000004,0.000052
fonda,17,0.000009,0.000103
whod,5,0.000003,0.000034
boa,3,0.000002,0.000021
attached,7,0.000004,0.000046
edition,24,0.000013,0.000141
burst,9,0.000005,0.000058
swivel,3,0.000002,0.000021
lean,10,0.000005,0.000063
diarrhea,4,0.000002,0.000027
judy,17,0.000009,0.000103
buster,3,0.000002,0.000021
slam,13,0.000007,0.000081
deborah,6,0.000003,0.000040
norville,3,0.000002,0.000021
butterball,7,0.000004,0.000046
retires,12,0.000006,0.000075
stud,4,0.000002,0.000027
upn,4,0.000002,0.000027
discusses,6,0.000003,0.000040
feelings,21,0.000011,0.000125
applicants,6,0.000003,0.000040
motivated,12,0.000006,0.000075
petting,7,0.000004,0.000046
recipe,25,0.000013,0.000147
plaid,5,0.000003,0.000034
admiral,6,0.000003,0.000040
subcommittee,10,0.000005,0.000063
comprehensive,7,0.000004,0.000046
e,40,0.000021,0.000225
gunpoint,5,0.000003,0.000034
thief,9,0.000005,0.000058
fda,30,0.000016,0.000173
flawed,5,0.000003,0.000034
commentators,9,0.000005,0.000058
teflon,5,0.000003,0.000034
infamous,6,0.000003,0.000040
dolls,21,0.000011,0.000125
turkeys,26,0.000014,0.000152
regretted,3,0.000002,0.000021
inc,9,0.000005,0.000058
indoor,10,0.000005,0.000063
arguments,28,0.000015,0.000163
limbaugh,208,0.000108,0.000990
downgraded,21,0.000011,0.000125
musician,5,0.000003,0.000034
vanish,3,0.000002,0.000021
cared,8,0.000004,0.000052
beneath,5,0.000003,0.000034
shoots,31,0.000016,0.000178
founded,11,0.000006,0.000069
duty,50,0.000026,0.000275
infidelity,13,0.000007,0.000081
undergo,9,0.000005,0.000058
renovations,4,0.000002,0.000027
redo,3,0.000002,0.000021
drapes,4,0.000002,0.000027
censure,9,0.000005,0.000058
impeaching,8,0.000004,0.000052
logic,6,0.000003,0.000040
huffington,30,0.000016,0.000173
gonorrhea,3,0.000002,0.000021
esquire,8,0.000004,0.000052
thurmonds,14,0.000007,0.000086
glued,7,0.000004,0.000046
disagree,13,0.000007,0.000081
dictionary,9,0.000005,0.000058
defined,5,0.000003,0.000034
reference,16,0.000008,0.000098
hughes,7,0.000004,0.000046
aircraft,38,0.000020,0.000215
ballistic,8,0.000004,0.000052
contractor,12,0.000006,0.000075
superpower,4,0.000002,0.000027
tools,3,0.000002,0.000021
blocked,20,0.000010,0.000120
rested,4,0.000002,0.000027
lowincome,6,0.000003,0.000040
buffer,3,0.000002,0.000021
dancers,11,0.000006,0.000069
clubs,44,0.000023,0.000245
madame,7,0.000004,0.000046
tussauds,7,0.000004,0.000046
wax,16,0.000008,0.000098
sydney,5,0.000003,0.000034
nightclub,15,0.000008,0.000092
lieutenant,24,0.000013,0.000141
orgies,3,0.000002,0.000021
pepperoni,4,0.000002,0.000027
looming,6,0.000003,0.000040
deceitful,3,0.000002,0.000021
apologizes,4,0.000002,0.000027
barr,5,0.000003,0.000034
supremacist,3,0.000002,0.000021
happier,23,0.000012,0.000136
decorations,10,0.000005,0.000063
wonderland,4,0.000002,0.000027
subdued,8,0.000004,0.000052
fourday,8,0.000004,0.000052
holy,34,0.000018,0.000194
smallest,4,0.000002,0.000027
drafted,8,0.000004,0.000052
articles,11,0.000006,0.000069
prerecorded,3,0.000002,0.000021
bethlehem,7,0.000004,0.000046
shoulder,23,0.000012,0.000136
manger,3,0.000002,0.000021
wise,25,0.000013,0.000147
latenight,15,0.000008,0.000092
lasting,8,0.000004,0.000052
fiction,19,0.000010,0.000114
pfizer,4,0.000002,0.000027
pharmaceutical,6,0.000003,0.000040
bitten,9,0.000005,0.000058
civilian,12,0.000006,0.000075
civilians,15,0.000008,0.000092
desert,21,0.000011,0.000125
railroad,8,0.000004,0.000052
proposing,25,0.000013,0.000147
appreciate,20,0.000010,0.000120
necessary,39,0.000020,0.000220
sweden,11,0.000006,0.000069
justify,5,0.000003,0.000034
launches,5,0.000003,0.000034
profoundly,3,0.000002,0.000021
teenager,12,0.000006,0.000075
inch,16,0.000008,0.000098
sliding,4,0.000002,0.000027
roads,18,0.000009,0.000109
condensed,3,0.000002,0.000021
presentation,9,0.000005,0.000058
lovers,6,0.000003,0.000040
walt,8,0.000004,0.000052
bicycles,7,0.000004,0.000046
unrelated,6,0.000003,0.000040
oscars,33,0.000017,0.000189
willard,5,0.000003,0.000034
blocks,23,0.000012,0.000136
gentle,4,0.000002,0.000027
convict,10,0.000005,0.000063
sprung,4,0.000002,0.000027
taping,22,0.000011,0.000131
appearances,34,0.000018,0.000194
narc,4,0.000002,0.000027
users,29,0.000015,0.000168
teletubbies,6,0.000003,0.000040
accompanied,9,0.000005,0.000058
acquit,4,0.000002,0.000027
february,36,0.000019,0.000204
expression,16,0.000008,0.000098
predicts,9,0.000005,0.000058
murder,34,0.000018,0.000194
catches,6,0.000003,0.000040
jill,18,0.000009,0.000109
bailey,4,0.000002,0.000027
orrin,20,0.000010,0.000120
hatch,22,0.000011,0.000131
shave,13,0.000007,0.000081
perspective,17,0.000009,0.000103
na,3,0.000002,0.000021
roseanne,4,0.000002,0.000027
inn,16,0.000008,0.000098
finely,3,0.000002,0.000021
tuned,14,0.000007,0.000086
teletubby,3,0.000002,0.000021
televisions,5,0.000003,0.000034
pm,45,0.000023,0.000250
acquitted,7,0.000004,0.000046
tallied,3,0.000002,0.000021
suspense,4,0.000002,0.000027
clippers,22,0.000011,0.000131
scott,93,0.000049,0.000482
sacrifice,10,0.000005,0.000063
drudge,9,0.000005,0.000058
pin,16,0.000008,0.000098
pipe,29,0.000015,0.000168
implications,4,0.000002,0.000027
forgiveness,14,0.000007,0.000086
beads,4,0.000002,0.000027
contenders,4,0.000002,0.000027
carville,4,0.000002,0.000027
fears,16,0.000008,0.000098
mack,6,0.000003,0.000040
singled,3,0.000002,0.000021
attempts,10,0.000005,0.000063
warmer,8,0.000004,0.000052
verified,3,0.000002,0.000021
fossil,11,0.000006,0.000069
pressing,15,0.000008,0.000092
auditioned,3,0.000002,0.000021
casting,9,0.000005,0.000058
audition,8,0.000004,0.000052
patrolling,8,0.000004,0.000052
nofly,22,0.000011,0.000131
motherinlaw,36,0.000019,0.000204
hemp,3,0.000002,0.000021
vigorous,6,0.000003,0.000040
browns,16,0.000008,0.000098
clouds,3,0.000002,0.000021
proclaimed,9,0.000005,0.000058
russert,13,0.000007,0.000081
parttime,8,0.000004,0.000052
utility,7,0.000004,0.000046
vehicles,26,0.000014,0.000152
emission,4,0.000002,0.000027
infidelities,6,0.000003,0.000040
kings,25,0.000013,0.000147
liquid,6,0.000003,0.000040
retiring,48,0.000025,0.000265
dots,5,0.000003,0.000034
incidentally,25,0.000013,0.000147
smaller,37,0.000019,0.000210
lashing,7,0.000004,0.000046
dateline,7,0.000004,0.000046
tattoo,14,0.000007,0.000086
grandfather,22,0.000011,0.000131
rascal,9,0.000005,0.000058
rabbis,6,0.000003,0.000040
grammies,6,0.000003,0.000040
dixie,24,0.000013,0.000141
leisure,6,0.000003,0.000040
historical,18,0.000009,0.000109
doe,6,0.000003,0.000040
scholar,4,0.000002,0.000027
elect,61,0.000032,0.000329
polar,16,0.000008,0.000098
hotline,10,0.000005,0.000063
crashing,19,0.000010,0.000114
publishers,13,0.000007,0.000081
clearinghouse,4,0.000002,0.000027
airs,6,0.000003,0.000040
cookbook,18,0.000009,0.000109
abilities,5,0.000003,0.000034
census,59,0.000031,0.000320
bureau,31,0.000016,0.000178
sampling,3,0.000002,0.000021
unarmed,5,0.000003,0.000034
attract,37,0.000019,0.000210
partly,14,0.000007,0.000086
conflict,43,0.000022,0.000240
milton,3,0.000002,0.000021
triggered,6,0.000003,0.000040
expired,10,0.000005,0.000063
ben,258,0.000135,0.001200
franchise,6,0.000003,0.000040
invasion,26,0.000014,0.000152
violation,9,0.000005,0.000058
method,14,0.000007,0.000086
circumcision,4,0.000002,0.000027
tricked,11,0.000006,0.000069
betrayed,4,0.000002,0.000027
phrased,3,0.000002,0.000021
steep,4,0.000002,0.000027
buffalo,25,0.000013,0.000147
soul,20,0.000010,0.000120
valley,17,0.000009,0.000103
subtle,6,0.000003,0.000040
flirting,10,0.000005,0.000063
compliment,15,0.000008,0.000092
lamar,22,0.000011,0.000131
trademark,5,0.000003,0.000034
moderates,6,0.000003,0.000040
stoning,4,0.000002,0.000027
borders,43,0.000022,0.000240
hood,18,0.000009,0.000109
millennium,15,0.000008,0.000092
nut,37,0.000019,0.000210
bookstores,13,0.000007,0.000081
sake,13,0.000007,0.000081
strongest,9,0.000005,0.000058
beverage,11,0.000006,0.000069
cart,7,0.000004,0.000046
rewarded,3,0.000002,0.000021
society,24,0.000013,0.000141
recheck,6,0.000003,0.000040
diplomatic,19,0.000010,0.000114
tray,11,0.000006,0.000069
fights,16,0.000008,0.000098
monkeys,12,0.000006,0.000075
sincerely,3,0.000002,0.000021
sadder,7,0.000004,0.000046
crawled,7,0.000004,0.000046
kosher,14,0.000007,0.000086
backstage,19,0.000010,0.000114
versace,3,0.000002,0.000021
donna,7,0.000004,0.000046
mugged,3,0.000002,0.000021
alamos,31,0.000016,0.000178
espionage,16,0.000008,0.000098
policeman,13,0.000007,0.000081
womanizing,4,0.000002,0.000027
signings,3,0.000002,0.000021
tennessee,65,0.000034,0.000349
brewing,19,0.000010,0.000114
legislature,24,0.000013,0.000141
convert,11,0.000006,0.000069
boyhood,6,0.000003,0.000040
businesses,39,0.000020,0.000220
tube,20,0.000010,0.000120
created,97,0.000051,0.000500
mocked,8,0.000004,0.000052
ides,3,0.000002,0.000021
julius,6,0.000003,0.000040
caesar,7,0.000004,0.000046
recovered,14,0.000007,0.000086
elbow,15,0.000008,0.000092
roots,13,0.000007,0.000081
hog,7,0.000004,0.000046
shovel,14,0.000007,0.000086
ax,11,0.000006,0.000069
mop,3,0.000002,0.000021
smog,14,0.000007,0.000086
toasting,3,0.000002,0.000021
separated,15,0.000008,0.000092
separation,23,0.000012,0.000136
cement,6,0.000003,0.000040
pond,5,0.000003,0.000034
wee,3,0.000002,0.000021
bestseller,7,0.000004,0.000046
seduced,3,0.000002,0.000021
charms,3,0.000002,0.000021
ordeal,8,0.000004,0.000052
wayne,16,0.000008,0.000098
hogs,3,0.000002,0.000021
hay,3,0.000002,0.000021
plowing,3,0.000002,0.000021
chopping,4,0.000002,0.000027
harvard,43,0.000022,0.000240
farmer,17,0.000009,0.000103
acres,19,0.000010,0.000114
worldwide,15,0.000008,0.000092
dizzy,5,0.000003,0.000034
doer,3,0.000002,0.000021
ignited,3,0.000002,0.000021
quaint,3,0.000002,0.000021
einstein,8,0.000004,0.000052
wright,16,0.000008,0.000098
buttafuoco,3,0.000002,0.000021
serbia,6,0.000003,0.000040
lifetime,37,0.000019,0.000210
communists,4,0.000002,0.000027
wanna,31,0.000016,0.000178
popped,11,0.000006,0.000069
announcedthat,5,0.000003,0.000034
organized,17,0.000009,0.000103
weasel,15,0.000008,0.000092
chastity,5,0.000003,0.000034
sustained,3,0.000002,0.000021
pressures,5,0.000003,0.000034
yugoslavia,47,0.000025,0.000260
discount,19,0.000010,0.000114
torn,11,0.000006,0.000069
libya,91,0.000047,0.000473
switchboard,6,0.000003,0.000040
automated,5,0.000003,0.000034
operators,3,0.000002,0.000021
simulated,5,0.000003,0.000034
mama,6,0.000003,0.000040
vocal,11,0.000006,0.000069
cords,3,0.000002,0.000021
cleansing,3,0.000002,0.000021
egypt,55,0.000029,0.000300
curse,10,0.000005,0.000063
mummy,7,0.000004,0.000046
daddys,8,0.000004,0.000052
oneyear,16,0.000008,0.000098
frontrunners,7,0.000004,0.000046
bouncer,3,0.000002,0.000021
belgrade,13,0.000007,0.000081
enemy,56,0.000029,0.000305
extralarge,3,0.000002,0.000021
w,1193,0.000622,0.004594
melissa,6,0.000003,0.000040
laptop,15,0.000008,0.000092
invading,43,0.000022,0.000240
exit,68,0.000035,0.000363
outta,7,0.000004,0.000046
kilborn,906,0.000473,0.003619
rescued,27,0.000014,0.000157
scratches,6,0.000003,0.000040
serbian,7,0.000004,0.000046
tracking,18,0.000009,0.000109
invisible,13,0.000007,0.000081
airliners,3,0.000002,0.000021
airports,32,0.000017,0.000184
directing,3,0.000002,0.000021
morocco,6,0.000003,0.000040
buckles,5,0.000003,0.000034
jacket,30,0.000016,0.000173
admires,3,0.000002,0.000021
orioles,9,0.000005,0.000058
fatigues,6,0.000003,0.000040
translation,14,0.000007,0.000086
accessible,8,0.000004,0.000052
clock,35,0.000018,0.000199
surrendered,13,0.000007,0.000081
italian,55,0.000029,0.000300
contender,12,0.000006,0.000075
balkans,7,0.000004,0.000046
shortage,43,0.000022,0.000240
relieve,5,0.000003,0.000034
relieving,3,0.000002,0.000021
palmer,3,0.000002,0.000021
fiftyone,3,0.000002,0.000021
insisting,14,0.000007,0.000086
conceived,3,0.000002,0.000021
fashioned,12,0.000006,0.000075
ll,5,0.000003,0.000034
badge,4,0.000002,0.000027
striking,9,0.000005,0.000058
passionate,24,0.000013,0.000141
mistaken,15,0.000008,0.000092
governs,3,0.000002,0.000021
peas,5,0.000003,0.000034
peach,6,0.000003,0.000040
carrot,10,0.000005,0.000063
obituary,3,0.000002,0.000021
madder,5,0.000003,0.000034
horrified,8,0.000004,0.000052
allergy,4,0.000002,0.000027
daylight,30,0.000016,0.000173
slobodan,17,0.000009,0.000103
robbery,10,0.000005,0.000063
fairy,4,0.000002,0.000027
yugoslavian,4,0.000002,0.000027
draw,16,0.000008,0.000098
resolve,6,0.000003,0.000040
